batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
3.1.0,0.000000,836468.000000,324.863636,49014.000000,16932.000000,2.547375,2890.461934,161.521605,171,0,972,972,4,0,968,0,7.979251,11.958742,0.995885,19994296.000000,116687390.000000,0.000000,0.000000,0.000000,0.000000
